season	category	title	status	note	best	best_reported	checked	have	source	released	description
3	Animated Restoration	The Savages (1)	ok		1080p Blu-ray animation	1080p Blu-ray. The Savages was animated by BBC Studios and released 24 March 2025 on DVD, Blu-ray and a steelbook, all four episodes in colour and in black and white. Not on iPlayer. A 1080p Blu-ray rip is on the indexers at 1.65 GB (8256fc6f4042b392b2449ec49ac5eabceae276f2) and was attempted on 21 Sep 2026: metadata arrived, the trackers reported 3 to 4 seeds, and it transferred zero bytes in fifty minutes with ten trackers added. Unobtainable for now	2026-09-21	1920x1080 25fps AC-3	AnimeChap | The Savages 2025 animated release, 1080p Blu-ray H.264 25fps, AC-3 2.0, English PGS inside, 1.24 Mbps. The colour presentation, matching the Galaxy 4 and Celestial Toymaker animations already held from iPlayer	1966-05-28	An advanced city offers the travellers every courtesy while its people hunt the tribes outside for their life energy. The Doctor is honoured as a guest right up until he works out what the transfers cost.
3	Animated Restoration	The Savages (2)	ok		1080p Blu-ray animation	1080p Blu-ray. The Savages was animated by BBC Studios and released 24 March 2025 on DVD, Blu-ray and a steelbook, all four episodes in colour and in black and white. Not on iPlayer. A 1080p Blu-ray rip is on the indexers at 1.65 GB (8256fc6f4042b392b2449ec49ac5eabceae276f2) and was attempted on 21 Sep 2026: metadata arrived, the trackers reported 3 to 4 seeds, and it transferred zero bytes in fifty minutes with ten trackers added. Unobtainable for now	2026-09-21	1920x1080 25fps AC-3	AnimeChap | The Savages 2025 animated release, 1080p Blu-ray H.264 25fps, AC-3 2.0, English PGS inside, 1.27 Mbps. The colour presentation, matching the Galaxy 4 and Celestial Toymaker animations already held from iPlayer	1966-06-04	An advanced city offers the travellers every courtesy while its people hunt the tribes outside for their life energy. The Doctor is honoured as a guest right up until he works out what the transfers cost.
3	Animated Restoration	The Savages (3)	ok		1080p Blu-ray animation	1080p Blu-ray. The Savages was animated by BBC Studios and released 24 March 2025 on DVD, Blu-ray and a steelbook, all four episodes in colour and in black and white. Not on iPlayer. A 1080p Blu-ray rip is on the indexers at 1.65 GB (8256fc6f4042b392b2449ec49ac5eabceae276f2) and was attempted on 21 Sep 2026: metadata arrived, the trackers reported 3 to 4 seeds, and it transferred zero bytes in fifty minutes with ten trackers added. Unobtainable for now	2026-09-21	1920x1080 25fps AC-3	AnimeChap | The Savages 2025 animated release, 1080p Blu-ray H.264 25fps, AC-3 2.0, English PGS inside, 1.20 Mbps. The colour presentation, matching the Galaxy 4 and Celestial Toymaker animations already held from iPlayer	1966-06-11	An advanced city offers the travellers every courtesy while its people hunt the tribes outside for their life energy. The Doctor is honoured as a guest right up until he works out what the transfers cost.
3	Animated Restoration	The Savages (4)	ok		1080p Blu-ray animation	1080p Blu-ray. The Savages was animated by BBC Studios and released 24 March 2025 on DVD, Blu-ray and a steelbook, all four episodes in colour and in black and white. Not on iPlayer. A 1080p Blu-ray rip is on the indexers at 1.65 GB (8256fc6f4042b392b2449ec49ac5eabceae276f2) and was attempted on 21 Sep 2026: metadata arrived, the trackers reported 3 to 4 seeds, and it transferred zero bytes in fifty minutes with ten trackers added. Unobtainable for now	2026-09-21	1920x1080 25fps AC-3	AnimeChap | The Savages 2025 animated release, 1080p Blu-ray H.264 25fps, AC-3 2.0, English PGS inside, 1.67 Mbps. The colour presentation, matching the Galaxy 4 and Celestial Toymaker animations already held from iPlayer	1966-06-18	An advanced city offers the travellers every courtesy while its people hunt the tribes outside for their life energy. The Doctor is honoured as a guest right up until he works out what the transfers cost.
3	Main Show	The War Machines (1)	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-06-25	The Post Office Tower houses WOTAN, a computer that thinks for itself and has concluded humanity needs managing. It takes minds by telephone and builds armoured machines in warehouses across London.
3	Main Show	The War Machines (2)	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-07-02	The Post Office Tower houses WOTAN, a computer that thinks for itself and has concluded humanity needs managing. It takes minds by telephone and builds armoured machines in warehouses across London.
3	Main Show	The War Machines (3)	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-07-09	The Post Office Tower houses WOTAN, a computer that thinks for itself and has concluded humanity needs managing. It takes minds by telephone and builds armoured machines in warehouses across London.
3	Main Show	The War Machines (4)	ok		576i PAL DVD	576i PAL Region 2 DVD. Season 3 is not in the Doctor Who: The Collection Blu-ray range and no set is announced. Searched 21 Sep 2026: PAL rips of The Ark (3.55 GB), The Gunfighters (3.74 GB) and The War Machines (3.83 GB) are listed and every one sits at zero seeders. The reachable alternatives both fail on cadence, so they would be a regression: Lost in Time on archive.org is the 2004 NTSC set and probes at 29.97fps, and the HD Final Test on the Celestial Toymaker animated item is 1508x1080 at 23.976fps	2026-09-21	704x528 25fps MP3	held before Sep 2026, provenance unrecorded | 704x528 MPEG-4 ASP (DivX era) MP3 2.0, about 365 MB, no subtitle track	1966-07-16	The Post Office Tower houses WOTAN, a computer that thinks for itself and has concluded humanity needs managing. It takes minds by telephone and builds armoured machines in warehouses across London.
4	Main Show	The Smugglers (1)	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only		2026-09-15	640x480 25fps AAC			On the Cornish coast the Doctor is seized by pirates who believe he knows where a dead man's treasure lies. The local squire is in the trade himself, and the pirates will burn the village to get an answer.
4	Main Show	The Smugglers (2)	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only		2026-09-15	640x480 25fps AAC			On the Cornish coast the Doctor is seized by pirates who believe he knows where a dead man's treasure lies. The local squire is in the trade himself, and the pirates will burn the village to get an answer.
4	Main Show	The Smugglers (3)	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only		2026-09-15	640x480 25fps AAC			On the Cornish coast the Doctor is seized by pirates who believe he knows where a dead man's treasure lies. The local squire is in the trade himself, and the pirates will burn the village to get an answer.
4	Main Show	The Smugglers (4)	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only		2026-09-15	640x480 25fps AAC			On the Cornish coast the Doctor is seized by pirates who believe he knows where a dead man's treasure lies. The local squire is in the trade himself, and the pirates will burn the village to get an answer.
4	Main Show	The Tenth Planet (1)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A South Pole tracking station picks up a new planet on its screens, and the men who land from it feel neither cold nor pity. The Cybermen have come to drain Earth's energy, and the Doctor is growing weaker by the hour.
4	Main Show	The Tenth Planet (2)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A South Pole tracking station picks up a new planet on its screens, and the men who land from it feel neither cold nor pity. The Cybermen have come to drain Earth's energy, and the Doctor is growing weaker by the hour.
4	Main Show	The Tenth Planet (3)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A South Pole tracking station picks up a new planet on its screens, and the men who land from it feel neither cold nor pity. The Cybermen have come to drain Earth's energy, and the Doctor is growing weaker by the hour.
4	Animated Restoration	The Tenth Planet (4)	ok		576p DVD animation		2026-09-15	576p 25fps AAC			A South Pole tracking station picks up a new planet on its screens, and the men who land from it feel neither cold nor pity. The Cybermen have come to drain Earth's energy, and the Doctor is growing weaker by the hour.
4	Animated Restoration	The Power of the Daleks (1)	ok		1080p Blu-ray animation		2026-09-15	1080p 50fps AAC			A newly changed Doctor arrives on the colony of Vulcan, where a scientist has revived three Daleks from a buried capsule. They call themselves servants, the colonists are delighted, and nobody will listen to a warning.
4	Animated Restoration	The Power of the Daleks (2)	ok		1080p Blu-ray animation		2026-09-15	1080p 50fps AAC			A newly changed Doctor arrives on the colony of Vulcan, where a scientist has revived three Daleks from a buried capsule. They call themselves servants, the colonists are delighted, and nobody will listen to a warning.
4	Animated Restoration	The Power of the Daleks (3)	ok		1080p Blu-ray animation		2026-09-15	1080p 50fps AAC			A newly changed Doctor arrives on the colony of Vulcan, where a scientist has revived three Daleks from a buried capsule. They call themselves servants, the colonists are delighted, and nobody will listen to a warning.
4	Animated Restoration	The Power of the Daleks (4)	ok		1080p Blu-ray animation		2026-09-15	1080p 50fps AAC			A newly changed Doctor arrives on the colony of Vulcan, where a scientist has revived three Daleks from a buried capsule. They call themselves servants, the colonists are delighted, and nobody will listen to a warning.
4	Animated Restoration	The Power of the Daleks (5)	ok		1080p Blu-ray animation		2026-09-15	1080p 50fps AAC			A newly changed Doctor arrives on the colony of Vulcan, where a scientist has revived three Daleks from a buried capsule. They call themselves servants, the colonists are delighted, and nobody will listen to a warning.
4	Animated Restoration	The Power of the Daleks (6)	ok		1080p Blu-ray animation		2026-09-15	1080p 50fps AAC			A newly changed Doctor arrives on the colony of Vulcan, where a scientist has revived three Daleks from a buried capsule. They call themselves servants, the colonists are delighted, and nobody will listen to a warning.
4	Main Show	The Highlanders (1)	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only		2026-09-15	640x480 25fps AAC			After Culloden the travellers fall in with fleeing Jacobites and are caught between redcoats and a lawyer selling prisoners as plantation labour. Getting clear means the Doctor talking his way past both.
4	Main Show	The Highlanders (2)	missing	wiped by the BBC; only the soundtrack and telesnaps survive	telesnap reconstruction only		2026-09-15	640x480 25fps AAC			After Culloden the travellers fall in with fleeing Jacobites and are caught between redcoats and a lawyer selling prisoners as plantation labour. Getting clear means the Doctor talking his way past both.
